n_employes,dist_moyenne,dist_std,dist_max,dispersion_lat,dispersion_lng,bbox_area,label_strategie_flotte,meilleure_distance_km
24,3.7778292162965776,1.1144915384374716,5.61409613815685,0.012562131109513137,0.013278541805211415,31.268147292468957,0,74.547
13,3.59742961307444,1.4619968009014224,6.718496309370144,0.014534993716303818,0.016110738109347735,34.513888494617774,0,46.488
24,4.974447164884974,1.4818450239140368,7.654778663435193,0.014498880608334227,0.013232408233237087,30.88111192738246,0,95.54
21,3.818579094423807,0.8965133030594216,5.4258203463763675,0.012026783909060585,0.011172374230111543,19.35241078151693,0,68.563
10,5.186275035153502,1.3464560164986805,7.633145016613086,0.015061864612641068,0.009096795131128753,17.459292608244887,3,48.344
15,5.3195760023206935,1.5176979441456178,8.119487412524816,0.014939668861777718,0.01654545972314627,45.849112353488366,0,70.824
12,3.537422767804321,1.626449399099415,6.752185950449225,0.018094686038203217,0.01443124266074139,38.940247024022504,0,43.63
8,4.648589994755701,1.4339956223975427,7.082139387829816,0.014117741291109655,0.013842348457943817,18.60636504903114,0,34.664
22,5.059337034889324,1.4941697756537067,8.4906358079659,0.0144705221355796,0.01250254998224031,27.54563272922369,0,89.0
6,3.4399542427188368,1.2257231731267486,4.478810945028939,0.014664683203392223,0.012167024408802348,21.789951369904394,0,24.732
15,4.774072266875879,1.0831115845576198,7.000912861795789,0.015497279759933032,0.015404127684191918,37.6768011850062,0,62.01
16,3.5444273368551373,0.992878560852038,6.372530625735082,0.014549152739615188,0.015501573655397907,41.26195964593327,0,53.815
14,3.626905294481792,1.481564326302939,6.093450308028232,0.012580328635633825,0.014500350480531068,27.924082392676343,0,48.042
8,4.880735665544538,1.18412777123753,6.79487376421208,0.01225705590440707,0.013069427868953994,15.086155251273771,0,35.377
15,2.6572401104359202,1.1140233429923028,4.449298931149118,0.014725280990576586,0.014856471002564983,39.68570477954638,0,44.446
16,4.11437291110469,1.8768959200015876,7.589204962448454,0.017784232948133853,0.013238384329056909,42.504446678192515,0,60.098
12,4.532019733297594,1.4045890398676206,7.649506235118969,0.01450566931475752,0.012675333028623179,27.652506441849862,0,46.865
